Timestamp,"I would like candidates to write about their experiences (e.g. blog, writing columns in The Ubyssey) ",I think the AMS currently does enough consultation with students,I want more face-to-face time with elected candidates ,I think the AMS's most important job is engaging students,I value management experience in a candidate ,"I think it's a good thing for a candidate to have experience within a specific political party, even if they might have to lobby that party's opponents",I think the AMS should focus on lobbying for the Broadway subway line extension to UBC more than than alternate transit fixes,I think that campaigns encouraging students to vote in the gov elections are valuable,I think candidates should have experience lobbying for student interests,I value the prioritization of diversity in every aspect of decision-making,I think the AMS should focus more on events,I'm in favour of repealing the arts language requirement,"I think Block Party should be bigger, at a bigger financial risk",I think that the AMS should explore more options for campus security.,I think that the AMS should prioritize eradicating bike theft,I think the AMS should prioritize getting more people out to Thunderbirds games,I value experience in creating and understanding university policies,I value a constant push for transparency within the bodies of UBC,I value a candidate that is well-versed in UBC's sexual assault policy,I think that the AMS should invest their money at a slightly higher risk for a larger financial gain,I think that extending the add-drop deadline would improve student mental health,I am satisfied with the current amount of mental health services on campus,I support continued advocacy for more athletics and recreation space on campus,I think current VP Finance Louis Retief has done a good job of managing the AMS's finances this year,I would like to see a quarterly report of the AMS's finances,I value a fresh perspective over relevant experience,It's important for my representatives to have close ties to the Greek system,I think student representation on Senate has been good this year,"It's important for my representatives to have prior AMS or constituency (AUS, EUS, etc.) experience",It's important for my representatives to have experience working with others,"I think a ""steady hand"" is more important than shaking things up"
3/6/2017 18:49:50,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree
3/6/2017 18:50:47,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,,,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Neutral
3/6/2017 18:51:24,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Neutral
3/6/2017 18:51:31,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Agree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree
3/6/2017 18:54:33,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree
3/6/2017 18:55:47,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/6/2017 18:56:20,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 18:56:30,Agree,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral
3/6/2017 18:57:56,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,Agree
3/6/2017 18:58:24,Neutral,Neutral,Neutral,Neutral,Neutral,,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral
3/6/2017 18:59:07,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 18:59:07,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Disagree
3/6/2017 18:59:49,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 19:00:22,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/6/2017 19:01:14,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 19:02:32,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree
3/6/2017 19:03:12,Strongly Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 19:03:14,Agree,Agree,,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
3/6/2017 19:03:28,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Neutral
3/6/2017 19:03:59,Agree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Agree,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral
3/6/2017 19:06:54,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Strongly Agree,,Agree,Disagree,Strongly Disagree,,Agree,Agree,Strongly Agree
3/6/2017 19:08:03,Neutral,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree
3/6/2017 19:10:34,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,,Strongly Agree,Disagree,Strongly Disagree,,Disagree,Strongly Agree,Neutral
3/6/2017 19:10:53,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
3/6/2017 19:12:11,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Agree
3/6/2017 19:12:50,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Disagree
3/6/2017 19:14:57,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 19:16:46,Agree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree
3/6/2017 19:20:03,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral
3/6/2017 19:20:49,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree
3/6/2017 19:21:02,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral
3/6/2017 19:22:11,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral
3/6/2017 19:22:20,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree
3/6/2017 19:22:21,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 19:22:24,Agree,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree
3/6/2017 19:22:30,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,,Strongly Agree,Neutral,Strongly Disagree,,Disagree,Agree,Neutral
3/6/2017 19:23:06,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral
3/6/2017 19:24:27,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree
3/6/2017 19:25:18,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree
3/6/2017 19:25:52,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/6/2017 19:27:10,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree
3/6/2017 19:28:43,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree
3/6/2017 19:28:53,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree
3/6/2017 19:29:17,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly Disagree,Agree,Neutral,Agree,,Disagree,,Neutral,Agree,Agree
3/6/2017 19:29:36,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree
3/6/2017 19:30:20,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 19:30:27,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree
3/6/2017 19:30:27,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral
3/6/2017 19:34:58,Neutral,Disagree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree
3/6/2017 19:35:39,Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Neutral
3/6/2017 19:35:54,Agree,Disagree,Agree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree
3/6/2017 19:37:15,Agree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 19:38:20,,,,,,,,,,,,Strongly Agree,,,,,,,,,,,,,,,,,,,
3/6/2017 19:41:00,Agree,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Agree,Disagree
3/6/2017 19:44:12,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Agree
3/6/2017 19:44:47,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,,Disagree,Disagree,Strongly Disagree,,Agree,Strongly Agree,Agree
3/6/2017 19:45:50,Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 19:46:24,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,,,,
3/6/2017 19:47:17,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,,,,,
3/6/2017 19:49:20,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree
3/6/2017 19:49:48,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree
3/6/2017 19:51:10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree
3/6/2017 19:54:08,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral
3/6/2017 19:55:54,Strongly Agree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,,Neutral,Agree,Strongly Disagree,,Neutral,Strongly Agree,Agree
3/6/2017 19:56:00,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,Neutral
3/6/2017 19:56:07,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Disagree,Agree,Neutral
3/6/2017 19:57:27,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Disagree,Agree,Agree
3/6/2017 19:57:43,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/6/2017 19:58:56,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree
3/6/2017 20:00:19,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral
3/6/2017 20:00:55,Agree,Strongly Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 20:01:32,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree
3/6/2017 20:03:10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
