Timestamp,"I would like candidates to write about their experiences (e.g. blog, writing columns in The Ubyssey) ",I think the AMS currently does enough consultation with students,I want more face-to-face time with elected candidates ,I think the AMS's most important job is engaging students,I value management experience in a candidate ,"I think it's a good thing for a candidate to have experience within a specific political party, even if they might have to lobby that party's opponents",I think the AMS should focus on lobbying for the Broadway subway line extension to UBC more than than alternate transit fixes,I think that campaigns encouraging students to vote in the gov elections are valuable,I think candidates should have experience lobbying for student interests,I value the prioritization of diversity in every aspect of decision-making,I think the AMS should focus more on events,I'm in favour of repealing the arts language requirement,"I think Block Party should be bigger, at a bigger financial risk",I think that the AMS should explore more options for campus security.,I think that the AMS should prioritize eradicating bike theft,I think the AMS should prioritize getting more people out to Thunderbirds games,I value experience in creating and understanding university policies,I value a constant push for transparency within the bodies of UBC,I value a candidate that is well-versed in UBC's sexual assault policy,I think that the AMS should invest their money at a slightly higher risk for a larger financial gain,I think that extending the add-drop deadline would improve student mental health,I am satisfied with the current amount of mental health services on campus,I support continued advocacy for more athletics and recreation space on campus,I think current VP Finance Louis Retief has done a good job of managing the AMS's finances this year,I would like to see a quarterly report of the AMS's finances,I value a fresh perspective over relevant experience,It's important for my representatives to have close ties to the Greek system,I think student representation on Senate has been good this year,"It's important for my representatives to have prior AMS or constituency (AUS, EUS, etc.) experience",It's important for my representatives to have experience working with others,"I think a ""steady hand"" is more important than shaking things up"
3/8/2017 2:47:57,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral
3/8/2017 2:50:19,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree
3/8/2017 3:03:39,Agree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/8/2017 4:10:45,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral
3/8/2017 4:13:01,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree
3/8/2017 7:00:09,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Strongly Disagree,Neutral
3/8/2017 7:12:27,Agree,Neutral,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Agree
3/8/2017 7:28:11,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/8/2017 7:47:40,Agree,Disagree,Agree,Agree,Agree,Neutral,,,Agree,Agree,Disagree,,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,,Agree,,,Disagree,Agree,,,Agree,Agree,,
3/8/2017 7:54:20,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree
3/8/2017 8:52:16,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/8/2017 8:52:22,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral
3/8/2017 8:53:55,Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/8/2017 9:06:57,Neutral,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral
3/8/2017 9:16:32,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Neutral
3/8/2017 9:43:16,Neutral,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Disagree
3/8/2017 9:43:42,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/8/2017 9:49:24,Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Agree,Neutral,Agree
3/8/2017 9:55:48,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree
3/8/2017 10:09:23,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree
3/8/2017 10:10:40,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral
3/8/2017 10:12:41,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
3/8/2017 10:18:00,Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral
3/8/2017 10:21:40,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Neutral
3/8/2017 10:23:12,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/8/2017 10:27:21,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree
3/8/2017 10:28:55,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree
3/8/2017 10:31:57,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral
3/8/2017 10:36:37,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral
3/8/2017 10:38:31,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral
3/8/2017 10:42:56,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree
3/8/2017 10:44:35,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree
3/8/2017 10:45:31,Agree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/8/2017 10:48:53,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/8/2017 10:53:44,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
3/8/2017 10:56:04,Neutral,Disagree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/8/2017 10:58:25,Disagree,Disagree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Agree,Disagree
3/8/2017 11:05:41,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,,,,,,,
3/8/2017 11:05:59,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree
3/8/2017 11:07:11,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Disagree
3/8/2017 11:10:36,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral
3/8/2017 11:16:29,Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree
3/8/2017 11:19:35,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/8/2017 11:19:41,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral
3/8/2017 11:25:32,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree
3/8/2017 11:28:22,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree
3/8/2017 11:51:40,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/8/2017 11:53:26,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,,Agree,Neutral,Neutral,,Agree,Strongly Agree,Neutral
3/8/2017 12:28:33,Disagree,Strongly Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Disagree
3/8/2017 12:28:40,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/8/2017 12:28:50,Neutral,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Agree
3/8/2017 12:28:57,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Disagree
3/8/2017 12:32:37,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/8/2017 12:32:53,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree
3/8/2017 12:40:47,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/8/2017 12:41:04,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree
3/8/2017 13:09:43,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral
3/8/2017 13:23:11,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree
3/8/2017 13:24:10,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree
3/8/2017 13:36:59,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree
3/8/2017 13:43:34,Agree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/8/2017 13:49:22,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral
3/8/2017 13:56:13,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Neutral,Agree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree
3/8/2017 14:01:23,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree
3/8/2017 14:06:24,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Disagree
3/8/2017 14:15:49,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly Agree
3/8/2017 14:26:38,Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral
3/8/2017 14:50:03,Agree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree
3/8/2017 15:01:27,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree
